000BCB9F	GAME_ACTION_CREWDEFENSIVE	ACTIVATE CREW MEMBER
D2E37658	GM_CATALOG_00004E1B	ASTON MARTIN V12 VANTAGE ("COP EDITION") - 1 DAY RENTAL
D2E37659	GM_CATALOG_00004E1C	AUDI R8 COUPÉ 5.2 FSI QUATTRO (RED) - 1 DAY RENTAL
D2E3765A	GM_CATALOG_00004E1D	BENTLEY CONTINENTAL SUPERSPORTS CONVERTIBLE (GREY) - 1 DAY RENTAL
D2E3765B	GM_CATALOG_00004E1E	BENTLEY CONTINENTAL SUPERSPORTS COUPE (WHITE) - 1 DAY RENTAL
D2E3765C	GM_CATALOG_00004E1F	BMW M1 PROCAR (WHITE) - 1 DAY RENTAL
D2E37667	GM_CATALOG_00004E20	BMW M3 GTS (ORANGE) - 1 DAY RENTAL
D2E37668	GM_CATALOG_00004E21	BMW M6 CONVERTIBLE ("MONOCHROME") - 1 DAY RENTAL
D2E37669	GM_CATALOG_00004E22	BMW Z4 GT3 ("EASTER EDITION") - 1 DAY RENTAL
D2E3766A	GM_CATALOG_00004E23	BMW Z4 GT3 ("TEAM NEED FOR SPEED") - 1 DAY RENTAL
D2E3766B	GM_CATALOG_00004E24	CHEVROLET CORVETTE Z06 ("THE BEAST") - 1 DAY RENTAL
D2E3766C	GM_CATALOG_00004E25	CHEVROLET CORVETTE Z06 ("CROSS") - 1 DAY RENTAL
D2E3766D	GM_CATALOG_00004E26	CHEVROLET CORVETTE Z06 (RED) - 1 DAY RENTAL
D2E3766E	GM_CATALOG_00004E27	CHEVROLET CORVETTE ZR1 (BLUE) - 1 DAY RENTAL
D2E3766F	GM_CATALOG_00004E28	CHEVROLET CORVETTE Z06 CARBON LIMITED EDITION ("THE BEAUTY '12") - 1 DAY RENTAL
D2E37670	GM_CATALOG_00004E29	CHEVROLET CORVETTE Z06 CARBON LIMITED EDITION (SUPERSONIC BLUE) - 1 DAY RENTAL
D2E37678	GM_CATALOG_00004E2A	FORD MUSTANG BOSS 302 (YELLOW) - 1 DAY RENTAL
D2E37679	GM_CATALOG_00004E2B	FORD LOTUS CORTINA (WHITE) - 1 DAY RENTAL
D2E3767A	GM_CATALOG_00004E2C	FORD SHELBY® GT500 SUPER SNAKE ("THE RUN") - 1 DAY RENTAL
D2E3767B	GM_CATALOG_00004E2D	FORD F-150 SVT RAPTOR ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E3767C	GM_CATALOG_00004E2E	JAGUAR XKR (BLUE) - 1 DAY RENTAL
D2E3767D	GM_CATALOG_00004E2F	JAGUAR XKR ("MD 67") - 1 DAY RENTAL
D2E37688	GM_CATALOG_00004E30	LAMBORGHINI GALLARDO LP550-2 VALENTINO BALBONI (ORANGE) - 1 DAY RENTAL
D2E37689	GM_CATALOG_00004E31	LAMBORGHINI MURCIÉLAGO LP 640 (GREY) - 1 DAY RENTAL
D2E3768A	GM_CATALOG_00004E32	LAMBORGHINI MURCIÉLAGO LP 650-4 ROADSTER (TELESTO GREY W ORANGE HIGHLIGHTS) - 1 DAY RENTAL
D2E3768B	GM_CATALOG_00004E33	LOTUS EVORA (BLUE) - 1 DAY RENTAL
D2E3768C	GM_CATALOG_00004E34	MARUSSIA B2 (BLUE) - 1 DAY RENTAL
D2E3768D	GM_CATALOG_00004E35	MERCEDES-BENZ SLR MCLAREN 722 EDITION ("GLEAM") - 1 DAY RENTAL
D2E3768E	GM_CATALOG_00004E36	MERCEDES-BENZ SLR MCLAREN 722 EDITION (GREY) - 1 DAY RENTAL
D2E3768F	GM_CATALOG_00004E37	NISSAN GT-R SPECV (R35) ("UNLIMITED AWD DRAG") - 1 DAY RENTAL
D2E37690	GM_CATALOG_00004E38	NISSAN NISMO R34GT-R Z-TUNE (Z-TUNE SILVER) - 1 DAY RENTAL
D2E37691	GM_CATALOG_00004E39	NISSAN GT-R SPECV (R35) (ULTIMATE BLACK OPAL) - 1 DAY RENTAL
D2E37699	GM_CATALOG_00004E3A	PORSCHE 911 GT2 (GREY) - 1 DAY RENTAL
D2E3769A	GM_CATALOG_00004E3B	PORSCHE 911 TURBO ("SNOWFLAKE") - 1 DAY RENTAL
D2E3769B	GM_CATALOG_00004E3C	PORSCHE 959 (WHITE) - 1 DAY RENTAL
D2E3769C	GM_CATALOG_00004E3D	PORSCHE 959 ("YEAR ONE") - 1 DAY RENTAL
D2E3769D	GM_CATALOG_00004E3E	PORSCHE 911 GT2 (997) (RED) - 1 DAY RENTAL
D2E3769E	GM_CATALOG_00004E3F	BENTLEY CONTINENTAL SUPERSPORTS COUPE ("BLUE JUGGERNAUT") - 1 DAY RENTAL
D2E376A9	GM_CATALOG_00004E40	BENTLEY CONTINENTAL SUPERSPORTS COUPE ("SPITFIRE DRAG") - 1 DAY RENTAL
D2E376AA	GM_CATALOG_00004E41	BENTLEY CONTINENTAL SUPERSPORTS COUPE ("RED JUGGERNAUT") - 1 DAY RENTAL
D2E376AB	GM_CATALOG_00004E42	BMW M1 PROCAR ("TREASURE HUNTER") - 1 DAY RENTAL
D2E376AC	GM_CATALOG_00004E43	BMW M3 GTS ("COP EDITION") - 1 DAY RENTAL
D2E376AD	GM_CATALOG_00004E44	FORD SHELBY® GT500 SUPER SNAKE ("PRO STOCK DRAG") - 1 DAY RENTAL
D2E376AE	GM_CATALOG_00004E45	FORD MUSTANG BOSS 302 ("THE BOSS - COP") - 1 DAY RENTAL
D2E376AF	GM_CATALOG_00004E46	FORD MUSTANG RTR-X ("TEAM NEED FOR SPEED") - 1 DAY RENTAL
D2E376B0	GM_CATALOG_00004E47	FORD POLICE INTERCEPTOR (SEDAN) - 1 DAY RENTAL
D2E376B1	GM_CATALOG_00004E48	KOENIGSEGG CCX (GREY) - 1 DAY RENTAL
D2E376B2	GM_CATALOG_00004E49	LAMBORGHINI GALLARDO LP550-2 VALENTINO BALBONI ("COP EDITION") - 1 DAY RENTAL
D2E376BA	GM_CATALOG_00004E4A	LAMBORGHINI MURCIÉLAGO LP 640 ("COP EDITION") - 1 DAY RENTAL
D2E376BB	GM_CATALOG_00004E4B	LAMBORGHINI MURCIÉLAGO LP 640 ("TREASURE HUNTER") - 1 DAY RENTAL
D2E376BC	GM_CATALOG_00004E4C	LEXUS LFA ("THE BEAST '12") - 1 DAY RENTAL
D2E376BD	GM_CATALOG_00004E4D	LOTUS EVORA ("COP EDITION") - 1 DAY RENTAL
D2E376BE	GM_CATALOG_00004E4E	MCLAREN MP4-12C ("BRAAAIIIINS") - 1 DAY RENTAL
D2E376BF	GM_CATALOG_00004E4F	MCLAREN MP4-12C (ORANGE) - 1 DAY RENTAL
D2E376CA	GM_CATALOG_00004E50	MERCEDES-BENZ SLR MCLAREN 722 EDITION ("AUTOBAHN STORMER") - 1 DAY RENTAL
D2E376CB	GM_CATALOG_00004E51	NEED FOR SPEED WORLD BATTLEFIELD HEROES SUV ("NATIONALS") - 1 DAY RENTAL
D2E376CC	GM_CATALOG_00004E52	NEED FOR SPEED WORLD BATTLEFIELD HEROES SUV ("ROYALS") - 1 DAY RENTAL
D2E376CD	GM_CATALOG_00004E53	PORSCHE 911 CARRERA S (BLUE) - 1 DAY RENTAL
D2E376CE	GM_CATALOG_00004E54	PORSCHE 911 CARRERA S ("SNOWFLAKE 2.0") - 1 DAY RENTAL
D2E376CF	GM_CATALOG_00004E55	PORSCHE 911 GT3 RS ("SEACREST COUNTY COP EDITION") - 1 DAY RENTAL
D2E376D0	GM_CATALOG_00004E56	PORSCHE 911 GT3 RS (GREY) - 1 DAY RENTAL
D2E376D1	GM_CATALOG_00004E57	MCLAREN F1 ("ELITE EDITION") - 1 DAY RENTAL
D2E376D2	GM_CATALOG_00004E58	CHEVROLET CORVETTE ZR1 ("A-SPEC EDITION") - 1 DAY RENTAL
D2E376D3	GM_CATALOG_00004E59	FORD MUSTANG BOSS 302 '69 ("B-SPEC EDITION") - 1 DAY RENTAL
D2E376DB	GM_CATALOG_00004E5A	LAMBORGHINI MURCIÉLAGO LP 670-4 SUPERVELOCE (BLUE) - 1 DAY RENTAL
D2E376DC	GM_CATALOG_00004E5B	LAMBORGHINI REVENTÓN (GREY) - 1 DAY RENTAL
D2E376DD	GM_CATALOG_00004E5C	LAMBORGHINI SESTO ELEMENTO ("INTERCEPT") - 1 DAY RENTAL
D2E376DE	GM_CATALOG_00004E5D	LAMBORGHINI SESTO ELEMENTO (GREY) - 1 DAY RENTAL
D2E376DF	GM_CATALOG_00004E5E	LEXUS LFA (WHITE) - 1 DAY RENTAL
D2E376E0	GM_CATALOG_00004E5F	MARUSSIA B2 ("TREASURE HUNTER") - 1 DAY RENTAL
D2E376EB	GM_CATALOG_00004E60	MERCEDES-BENZ SLR MCLAREN STIRLING MOSS (SILVER) - 1 DAY RENTAL
D2E376EC	GM_CATALOG_00004E61	MITSUBISHI ECLIPSE (GS-T) ("ELITE EDITION") - 1 DAY RENTAL
D2E376ED	GM_CATALOG_00004E62	NISSAN 370Z (Z34) ("B-SPEC EDITION") - 1 DAY RENTAL
D2E376EE	GM_CATALOG_00004E63	PAGANI ZONDA CINQUE (RED) - 1 DAY RENTAL
D2E376EF	GM_CATALOG_00004E64	PAGANI ZONDA F (SILVER) - 1 DAY RENTAL
D2E376F0	GM_CATALOG_00004E65	PORSCHE 911 GT3 RS 4.0 (RED) - 1 DAY RENTAL
D2E376F1	GM_CATALOG_00004E66	PORSCHE CARRERA GT (SILVER) - 1 DAY RENTAL
D2E376F2	GM_CATALOG_00004E67	TOYOTA COROLLA GT-S (AE86) ("C-SPEC EDITION") - 1 DAY RENTAL
D2E376F3	GM_CATALOG_00004E68	VOLKSWAGEN GOLF MK1 GTI ("C-SPEC EDITION") - 1 DAY RENTAL
D2E376F4	GM_CATALOG_00004E69	ALFA ROMEO 8C COMPETIZIONE ("A-SPEC EDITION") - 1 DAY RENTAL
D2E376FC	GM_CATALOG_00004E6A	CHEVROLET CAMARO ZL1 ("ELITE EDITION") - 1 DAY RENTAL
D2E376FD	GM_CATALOG_00004E6B	PORSCHE CARRERA GT ("ULTRA EDITION") - 1 DAY RENTAL
D2E376FE	GM_CATALOG_00004E6C	DODGE VIPER SRT10 ACR ("ELITE EDITION") - 1 DAY RENTAL
D2E376FF	GM_CATALOG_00004E6D	KOENIGSEGG CCX ("ELITE EDITION") - 1 DAY RENTAL
D2E37700	GM_CATALOG_00004E6E	"BETA" LICENSE PLATE x5
D2E37701	GM_CATALOG_00004E6F	Bugatti Veyron 16.4
D2E37710	GM_CATALOG_00004E74	"COLLECTOR" LICENSE PLATE x5
D2E37711	GM_CATALOG_00004E75	"LEGEND" LICENSE PLATE x5
D2E37712	GM_CATALOG_00004E76	"MAXXED" LICENSE PLATE x5
D2E37713	GM_CATALOG_00004E77	"CASH" LICENSE PLATE x5
D2E37714	GM_CATALOG_00004E78	"WORLD RACER" LICENSE PLATE x5
D2E37715	GM_CATALOG_00004E79	"1-YEAR" LICENSE PLATE x5
D2E3771D	GM_CATALOG_00004E7A	"2-YEAR" LICENSE PLATE x5
D2E3771E	GM_CATALOG_00004E7B	"3-YEAR" LICENSE PLATE x5
D2E3771F	GM_CATALOG_00004E7C	"4-YEAR" LICENSE PLATE x5
D2E37720	GM_CATALOG_00004E7D	"5-YEAR" LICENSE PLATE x5
D2E3772D	GM_CATALOG_00004E80	Lamborghini Miura Concept
D2E3772E	GM_CATALOG_00004E81	The Lamborghini Miura Concept is a modern day retro style supercar!  It was created to commemorate the 40th anniversary of the original Miura and though Lamborghini has no plans to put it into production, you can get behind the wheel of this supercar today in Need for Speed World!
D2E3772F	GM_CATALOG_00004E82	DODGE CHARGER SRT (RED) - 1 DAY RENTAL
D2E37730	GM_CATALOG_00004E83	DODGE CHARGER SRT (RED)
D2E37731	GM_CATALOG_00004E84	Dodge Charger SRT
D2E37732	GM_CATALOG_00004E85	MERCEDES-BENZ SLR MCLAREN STIRLING MOSS (SILVER)
D2E37733	GM_CATALOG_00004E86	FORD LOTUS CORTINA (WHITE)
D2E37734	GM_CATALOG_00004E87	"DEVELOPER" LICENSE PLATE x25
D2E37735	GM_CATALOG_00004E88	This amazing new car pack gives player's access to four ultra-competitive cars that will never need any performance upgrades!  Included in this pack are the Alfa Romeo 8C Competizione A-Spec, Dodge Viper SRT10 A-Spec, Chevrolet Corvette ZR1 A-Spec and the Renault Sport Mégane R.S A-Spec.  Not only do these cars come with a full set of performance parts and rare 3-star Skill Mods; they also feature their own unique fully custom body kits and liveries!  Get this pack today and start ruling the streets!
D2E37736	GM_CATALOG_00004E89	This amazing new car pack gives player's access to four ultra-competitive cars that will never need any performance upgrades!  Included in this pack are the Alfa Romeo 8C Competizione A-Spec, Dodge Viper SRT10 A-Spec, Chevrolet Corvette ZR1 A-Spec and the Renault Sport Mégane R.S. A-Spec.  Not only do these cars come with a full set of performance parts and rare 3-star Skill Mods; they also feature their own unique fully custom body kits and liveries!  Get this pack today and start ruling the streets!
D2E3773E	GM_CATALOG_00004E8A	Nissan Skyilne GT-R {R32) "B-Spec"
D2E3773F	GM_CATALOG_00004E8B	"R32-GTR" LICENSE PLATE
D2E37740	GM_CATALOG_00004E8C	"DRGQEN" LICENSE PLATE
D2E37741	GM_CATALOG_00004E8D	DRAG KING
D2E37742	GM_CATALOG_00004E8E	Ford Mustang Boss 302 "Drag King"
D2E37743	GM_CATALOG_00004E8F	DRIFT KING
D2E3774E	GM_CATALOG_00004E90	Mazda RX7-RZ "Drift King"
D2E3774F	GM_CATALOG_00004E91	NISSAN SKYLINE GT-R R32 ("B-SPEC EDITION)
D2E37750	GM_CATALOG_00004E92	MAZDA RX-7 RZ ("DRIFT KING")
D2E37751	GM_CATALOG_00004E93	Porsche Concept 918 RSR
D2E37753	GM_CATALOG_00004E95	Featuring a custom blue & black livery with carbon-fiber roof panel & hood, a wide body kit for endurance racing, and NFS GT1 number panels, this Spec racer is ready to hit the streets of Need for Speed World!  The SPEC edition of this classic tuner comes with pre-installed performance parts and a set of rare 3-star Skill Mods saving you the trouble of having to upgrade this cars performance yourself.  This is the best B Class Skyline GT-R (R32) in the game!
D2E37754	GM_CATALOG_00004E96	The Porsche 918 RSR Concept is not your ordinary hybrid!  It's powered by a 3.4-liter twin-turbo V-8 developed for the Porsche RS Spyder LMP2 racer, which is tuned to produced 563 HP. Two 75 kW electric motors, each powering one of the front wheels, boosts peak power of the package to 767 HP. This is a hybrid-powered supercar built to race!
D2E37755	GM_CATALOG_00004E97	The Porsche 918 RSR Concept is not your ordinary hybrid!  It's powered by a 3.4-liter twin-turbo V-8 developed for the Porsche RS Spyder LMP2 racer, which is tuned to produced 563 HP. Two 75 kW electric motors, each powering one of the front wheels, boosts peak power of the package to 767 HP. This is a hybrid-powered supercar built to race! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E37756	GM_CATALOG_00004E98	Porsche Concept 918 RSR (LIGHT BLUE)
D2E37757	GM_CATALOG_00004E99	PORSCHE CONCEPT 918 RSR (LIGHT BLUE)
D2E3775F	GM_CATALOG_00004E9A	This amazing new car pack gives player's access to four ultra-competitive cars that will never need any performance upgrades!  Included in this pack are the Alfa Romeo 8C Competizione A-Spec, Dodge Viper SRT10 A-Spec, Chevrolet Corvette ZR1 A-Spec and the all new never released Renault Sport Mégane R.S A-Spec.  Not only do these cars come with a full set of performance parts and rare 3-star Skill Mods; they also feature their own unique fully custom body kits and liveries!  Get this pack today and start ruling the streets!
D2E37760	GM_CATALOG_00004E9B	This amazing new car pack gives player's access to four ultra-competitive cars that will never need any performance upgrades!  Included in this pack are the Alfa Romeo 8C Competizione A-Spec, Dodge Viper SRT10 A-Spec, Chevrolet Corvette ZR1 A-Spec and the all new never released Renault Sport Mégane R.S. A-Spec.  Not only do these cars come with a full set of performance parts and rare 3-star Skill Mods; they also feature their own unique fully custom body kits and liveries!  Get this pack today and start ruling the streets!
D2E37761	GM_CATALOG_00004E9C	The Drift King finally arrives in Need for Speed World! This Mazda RX-7 come with a custom red and black livery pulled straight out of Need for Speed Pro Street and a DRFTKNG license plate.  With its 13B-REW Twin-Turbo Double Rotary enginey, lighter weight custom wheels and an ABS upgrade this car is arguably one of the best handling cars ever built!
D2E37762	GM_CATALOG_00004E9D	Featuring a custom black and white livery pulled straight from Need for Speed Pro Street, the Drag King has returned!  It comes with a custom drag body kit, a mix of the original Pro Street drag kit, and the new wheelie bars, parachutes, and front splitter.  Best of all, when you get this Boss you'll also get the exclusive Aero Reduction drag Skill Mod that only comes installed in Drag edition cars!
D2E37763	GM_CATALOG_00004E9E	BMW Z4 M Coupé - Limited Edition
D2E37764	GM_CATALOG_00004E9F	FORD MUSTANG BOSS 302 ("DRAG KING")
D2E37856	GM_CATALOG_00004EA0	TEST
D2E37857	GM_CATALOG_00004EA1	The BMW Z4 M Coupe is just begging to be set free on any unsuspecting blacktop.  Not only is it incredibly fast but it also corners like a dynamo.  Performance isn't the only thing this Z4 delivers; it comes with an exclusive custom black & green livery that you won't find on any other car!
D2E37858	GM_CATALOG_00004EA2	Mitsubishi Lancer Evo X "Showdown King"
D2E37859	GM_CATALOG_00004EA3	SHOWDOWN KING
D2E3785A	GM_CATALOG_00004EA4	Mitsubishi Lancer Evolution X "Showdown King"
D2E3785B	GM_CATALOG_00004EA5	Mazda RX-7 "Battle Machine"
D2E3785C	GM_CATALOG_00004EA6	The ProStreet Car Pack!
D2E3785D	GM_CATALOG_00004EA7	"HOSER" EDITION
D2E3785E	GM_CATALOG_00004EA8	SUPERSTOCK
D2E3785F	GM_CATALOG_00004EA9	SUPER PROMOTION
D2E37867	GM_CATALOG_00004EAA	NITROCIDE
D2E37868	GM_CATALOG_00004EAB	G-EFFECT
D2E37869	GM_CATALOG_00004EAC	ROGUESPEED
D2E3786A	GM_CATALOG_00004EAD	NOISEBOMB
D2E3786B	GM_CATALOG_00004EAE	This special edition Crown Vic was built to celebrate a very special day to the NFS World team  Canada Day!  The exclusive white & red livery is inspired by the Vancouver PD; it comes with custom wheels, bull bars, and is completed by Protect & Serve Eh tagline, iridescent vinyl striping and dirt & mud from running the patrol route.  Since we're celebrating Canada Day this Interceptor is being driven by a very special driver!  Get yours today and celebrate Canada Day with Need for Speed World!
D2E3786C	GM_CATALOG_00004EAF	Ford Crown Victoria Police Interceptor "Hoser" Edition
D2E37877	GM_CATALOG_00004EB0	"BIC-R/T" LICENSE PLATE
D2E37878	GM_CATALOG_00004EB1	Part of the all-new line of Super Stock car series, the Dodge Challenger R/T "Super Stock" Edition has been built to race on the oval!  First off, the Challenger is running on a 426 HEMI V8, rated conservatively at 425 horsepower!   The custom purple crazy plum livery features a stock car vinyl set including the car number and driver name.  Embrace a whole new style of racing in Need for Speed World with this Super Stock car!
D2E37879	GM_CATALOG_00004EB2	Dodge Challenger R/T "SuperStock" Edition
D2E3787A	GM_CATALOG_00004EB3	Part of the all-new line of Super Stock car series, the Chevrolet Chevelle SS "Super Stock" Edition ready to hit the oval!  Armed with legendary 454 power, you can't deny that the Chevelle is one of the top muscle cars of all time! Its custom red & white livery features the driver's name and car number.  The body kit has a integrated rear wing, inspired by classic stock car racing. Embrace a whole new style of racing in Need for Speed World with this Super Stock car!
D2E3787B	GM_CATALOG_00004EB4	Chevrolet Chevelle SS "SuperStock" Edition
D2E3787C	GM_CATALOG_00004EB5	"CHEVELLE" LICENSE PLATE
D2E3787D	GM_CATALOG_00004EB6	Part of the all-new line of Super Stock car series, the Ford Mustang RTR-X "Super Stock" Edition has been built to race on the oval!  This super-stock edition is the first custom version of the already one-off Mustang RTR-X which is one of the fastest cars in the game!  This special edition comes with a custom stock car inspired livery complete with custom vinyls and RTR license plate.  Embrace a whole new style of racing in Need for Speed World with this Super Stock car!
D2E3787E	GM_CATALOG_00004EB7	Ford Mustang RTR-X "SuperStock" Edition
D2E3787F	GM_CATALOG_00004EB8	"BIC-RTR" LICENCE PLATE
D2E37880	GM_CATALOG_00004EB9	Pagani Huayra
D2E37888	GM_CATALOG_00004EBA	The Huayra is truly a one-of-a-kind supercar!  One of the most notable changes Pagani made to differentiate it from the Zonda series is the body which has been designed to achieve minimal drag coefficient or maximum downforce. Its 6-liter Mercedes-AMG bi-turbo V12 delivering 720 horsepower makes it one of the fastest cars in Need for Speed World.  Get behind the wheel of this amazing supercar today! 
D2E37889	GM_CATALOG_00004EBB	Pagani Huayra Silver
D2E3788A	GM_CATALOG_00004EBC	The Huayra is truly a one-of-a-kind supercar!  One of the most notable changes Pagani made to differentiate it from the Zonda series is the body which has been designed to achieve minimal drag coefficient or maximum downforce. Its 6-liter Mercedes-AMG bi-turbo V12 delivering 720 horsepower makes it one of the fastest cars in Need for Speed World.  Get behind the wheel of this amazing supercar today! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E3788B	GM_CATALOG_00004EBD	PORTUGAL LICENSE PLATE
D2E3788C	GM_CATALOG_00004EBE	UK LICENSE PLATE
D2E3788D	GM_CATALOG_00004EBF	RUSSIA LICENSE PLATE
D2E37898	GM_CATALOG_00004EC0	NETHERLANDS LICENSE PLATE
D2E37899	GM_CATALOG_00004EC1	HUNGARY LICENSE PLATE
D2E3789A	GM_CATALOG_00004EC2	SWEDEN LICENSE PLATE
D2E3789B	GM_CATALOG_00004EC3	SPAIN LICENSE PLATE
D2E3789C	GM_CATALOG_00004EC4	DENMARK LICENSE PLATE
D2E3789D	GM_CATALOG_00004EC5	BRAZIL LICENSE PLATE
D2E3789E	GM_CATALOG_00004EC6	GREECE LICENSE PLATE
D2E3789F	GM_CATALOG_00004EC7	FINLAND LICENSE PLATE
D2E378A0	GM_CATALOG_00004EC8	FRANCE LICENSE PLATE
D2E378A1	GM_CATALOG_00004EC9	POLAND LICENSE PLATE
D2E378A9	GM_CATALOG_00004ECA	GERMANY LICENSE PLATE
D2E378AA	GM_CATALOG_00004ECB	NORWAY LICENSE PLATE
D2E378AB	GM_CATALOG_00004ECC	ITALY LICENSE PLATE
D2E378AC	GM_CATALOG_00004ECD	CZECH REPUBLIC LICENSE PLATE
D2E378AD	GM_CATALOG_00004ECE	CINCO DE MAYO
D2E378AE	GM_CATALOG_00004ECF	500,000 CASH
D2E378B9	GM_CATALOG_00004ED0	CHEVROLET CHEVELLE SS ("SUPERSTOCK")
D2E378BA	GM_CATALOG_00004ED1	Lamborghini Murciélago LP650-4 Roadster
D2E378BB	GM_CATALOG_00004ED2	OMNI
D2E378BC	GM_CATALOG_00004ED3	DRAG SPOILER
D2E378BE	GM_CATALOG_00004ED5	If you're seeking victory on the drag strip than look no further than the Chevrolet El Camino SS 454 Vengeance Edition!  This El Camino has been given a two toned Vengeful livery and its custom drag body kit features a long drag wing and wheelie bar.  With a powerful 454 cubic V8 Engine and the Aero Reduction drag Skill Mod that only comes with drag edition cars. Victory is within your grasp! The deal also features: <ul><li>7 Days Cash and Rep Amplifiers</li><li>7 days Insurance</li><li>Car Slot</li></ul>
D2E378BF	GM_CATALOG_00004ED6	BMW M1 Procar 'Treasure Hunter'
D2E378C0	GM_CATALOG_00004ED7	Porsche 911 Carrera RSR 3.0 'Enduro'
D2EC3EC1		DECIMA BODYKIT
D2ECF192		ENDO BODYKIT
D2ED4CFB		MAZDA RX-7 FC3S
D2EEB4E2		HUMMER H1 ALPHA
D2F2F165		PLEX BODYKIT
D2F4B83C		STOCK CF HOOD
D306E683	HLP_NAME_AVAILABLE	THIS NAME IS AVAILABLE
D30D296F	CAR_MDL_RTRX69	MUSTANG RTR-X
D3259436	SKILLTEXT_SAFETYFIRST	Reduces the cooldown of Shield by {0:f.0}%.
D330D7A0	POST_RACE_TOTAL_CASH	CASH GAIN
D34BC69B	NFSW_porsche_gt3r3_Header1	THE 911 GT3 RS IS A TOP CONTENDER!
D34BC69C	NFSW_porsche_gt3r3_Header2	IT'S A RACE CAR FOR THE STREETS
D3560D45	TTRL_PERFSHOP_3_HEADER	VIEW RATINGS
D36794FC	NFSW_M3_E30_header1	THE MASTER IN STREET RACING!
D36794FD	NFSW_M3_E30_header2	ASPIRED TO BE FIRST PLACE
D376EEFC	TXT_NEWS_CARDPACK_COP_HEADER	COP PACK EXCLUSIVE OFFER
D38767DF	CAR_MDL_SKYLINER35V	GT-R SpecV (R35)
D3884D83	TXT_CMN_ROADBLOCKS_HIT	ROAD BLOCKS HIT:
D3CD3F77	KEYBOARD_SC_DELETE	DELETE
D3E1A29D	TXT_PRFL_MOST_COPS_DEPLOYED	MOST COPS DEPLOYED
D3EBAF93	LBL_LOBBY_PLAYER_IN_EVENT	IN EVENT
D3FE2D70	TXT_CAR_PURCHASE_PRICE_REQUIREMENT	YOU DO NOT HAVE ENOUGH CASH TO PURCHASE THIS CAR.
D40AA4F5	PRESETCAR_DESCRIPTION_GALLARDO09_BASE_12	GREY
D40AA4FC	PRESETCAR_DESCRIPTION_GALLARDO09_BASE_19	BLACK
D416E5DF		PRIME AMPED BODYKIT	
D416E5E1		VERGE AMPED BODYKIT	
D416E5E3		CURV AMPED BODYKIT	
D416E5EE		HEX AMPED BODYKIT	
D416E5EF		HERO AMPED BODYKIT	
D416E5F0		Q-TECH AMPED BODYKIT	
D416E60E		GLINT AMPED BODYKIT	
D416E611		OMNI AMPED BODYKIT	
D416E61D		WIZEN AMPED BODYKIT	
D41B2C39	KEYBOARD_SC_DIVIDE	/
D41FDF52		DECIMA AMPED BODYKIT	
D43073FA	TXT_NEWS_GENERICPLATINUM_Header1	Platinum Pack Exclusive Sale
D43073FB	TXT_NEWS_GENERICPLATINUM_Header2	Get them Now!
D43C3352	TXT_TUTRL_PWRUPPURSUIT	IN A PURSUIT: Knock Cops out of the way, reinflate burst tires or use Cooldown to end a Pursuit quickly.
D4469F17	TXT_NEWS_CARCLASSES_Header1	CAR CLASSES IS HERE!
D4469F18	TXT_NEWS_CARCLASSES_Header2	Check out the Safehouse!
D44E797B	TXT_RACEGDT_PLSWAIT	PLEASE WAIT
D452CBEF	CAR_MDL_BMWM6CONV	M6 CONVERTIBLE
D4667629	LBL_LOBBY_PLAYER_IN_LOBBY	IN LOBBY
D469868D	TTRL_SKILL_MODS_CUSTOMIZATION	Welcome to the Skill Workshop, where you can install Skill Mods which grant your cars powerful gameplay abilities.\n\nBuild your ultimate Racer by applying Skill Mods from the 'Race' category, or tune your ride to dominate the cops with 'Pursuit' skills.\n\nBasic Skill Mods can be purchased in the Workshop, while you can win stronger Skill Mods from the Lucky Draw or Card Packs.
D46DA33F	TXT_SCREENSHOT_CHAT_MESSAGE	Screenshot capture to "{0:s}"
D490D208	SKILLTEXT_TRAFFIC_COP_R5	Decreases Traffic Magnet cooldown timer by {1:seconds.1} seconds.
D4D1011C	CAR_MDL_SLR722	SLR McLaren 722 Edition
D4FEBE01	NFSW_BMW135i_AD_Header1	AN EXCLUSIVE NFSW ART TEAM CREATION!
D4FEBE02	NFSW_BMW135i_AD_Header2	A SIMPLE AND MODERN DESIGN
D5075E5E	TXT_TUTRL_SELCTJOINRACE	Select JOIN RACE to start race immediately.
D5363422	MSG_PUP_HEAT_LEVEL_1_NAME	LOCAL
D55F41B5	BOOST_COST_LONG_FORMAT	{0:d} ¤BOOST
D5687803	TXT_SYSCHT_GRP_CANNOTJOINGROUP	Unable to join group. Group is not available at the moment.
D5929D3D	TXT_CMN_DISTANCE_KM	{0:f.2} KM
D5929D7B	TXT_CMN_DISTANCE_MI	{0:f.2} MI
